UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
2148,65432149327,654321,299.4,308.9,1550,33.7,174,0,0
2149,65432149328,654321,299.4,308.9,1583,34.1,176,0,0
2150,65432149329,654321,299.4,309,1613,32.2,178,0,0
2151,12345631564,123456,299.3,308.8,1636,35.5,180,0,0
2152,78912317011,789123,299.3,308.7,1289,51.5,185,0,0
2153,78912317012,789123,299.3,308.8,1648,28.4,188,0,0
2154,12345631567,123456,299.3,308.8,1397,45.4,191,0,0
2155,78912317014,789123,299.3,308.9,1767,24.8,196,0,0
2156,65432149335,654321,299.3,308.8,1341,47.7,199,0,0
2157,78912317016,789123,299.4,308.9,1457,41.5,201,0,0
2158,78912317017,789123,299.4,309,1939,19.8,204,0,0
2159,78912317018,789123,299.5,309,1399,49.7,207,0,0
2160,78912317019,789123,299.5,309,1602,31.3,210,0,0
2161,65432149340,654321,299.4,309,1507,41,213,0,0
2162,65432149341,654321,299.4,309.1,1464,40.5,215,0,0
2163,65432149342,654321,299.5,309.1,1336,42.1,217,0,0
2164,65432149343,654321,299.6,309.2,1422,39.8,219,0,0
2165,65432149344,654321,299.6,309.2,1540,36.7,221,0,0
2166,65432149345,654321,299.5,309.1,1476,47.8,223,0,0
2167,78912317026,789123,299.6,309.2,1867,23.4,225,1,3
2168,12345631581,123456,299.6,309.1,1588,41.3,0,0,0
2169,78912317028,789123,299.5,309.1,1420,49.5,5,0,0
2170,65432149349,654321,299.5,309.1,1415,49.2,8,0,0
2171,78912317030,789123,299.4,309.1,1500,43.3,10,0,0
2172,65432149351,654321,299.5,309.1,1502,44.6,13,0,0
2173,65432149352,654321,299.5,309.2,1816,23,15,0,0
2174,78912317033,789123,299.5,309.2,1495,41.6,17,0,0
2175,65432149354,654321,299.6,309.2,1572,33.4,20,0,0
2176,78912317035,789123,299.5,309.2,1590,35.9,22,0,0
2177,78912317036,789123,299.6,309.3,1387,48.3,25,0,0
2178,78912317037,789123,299.6,309.2,1393,47.7,28,0,0
2179,65432149358,654321,299.6,309.2,1602,37.3,31,0,0
2180,65432149359,654321,299.6,309.2,1601,33.3,33,0,0
2181,12345631594,123456,299.6,309.2,1597,36.3,35,0,0
2182,12345631595,123456,299.5,309.1,1548,44.3,40,0,0
2183,78912317042,789123,299.5,309.2,1314,61.8,45,0,0
2184,78912317043,789123,299.6,309.3,1577,39.8,48,0,0
2185,65432149364,654321,299.8,309.4,1475,43.4,51,0,0
2186,65432149365,654321,299.8,309.4,1630,32.4,53,0,0
2187,65432149366,654321,299.7,309.4,1445,42.9,55,0,0
2188,78912317047,789123,299.8,309.4,1439,47.4,57,0,0
2189,65432149368,654321,299.7,309.3,1420,44.1,60,0,0
2190,12345631603,123456,299.7,309.2,1554,41.6,62,0,0
2191,78912317050,789123,299.6,309.1,1471,44.3,67,0,0
2192,65432149371,654321,299.6,309,1648,33.6,70,0,0
2193,65432149372,654321,299.6,309,1472,48.8,72,0,0
2194,78912317053,789123,299.5,308.9,1448,42.9,74,0,0
2195,78912317054,789123,299.6,308.9,1568,35.3,77,0,0
2196,65432149375,654321,299.6,308.9,1613,30.8,80,0,0
2197,78912317056,789123,299.7,308.9,1551,35.4,82,0,0
2198,65432149377,654321,299.7,309,1412,49.2,85,0,0
2199,78912317058,789123,299.7,308.9,1478,41,87,0,0
2200,78912317059,789123,299.8,309.1,1268,58,90,0,0
2201,65432149380,654321,299.8,309.1,1546,35.6,93,0,0
2202,65432149381,654321,299.8,309,1567,36.1,95,0,0
2203,78912317062,789123,299.9,309.2,1548,35.7,97,0,0
2204,65432149383,654321,299.8,309,1614,30.8,100,0,0
2205,78912317064,789123,299.7,309.1,1352,46.1,102,0,0
2206,65432149385,654321,299.9,309.2,1624,34.6,105,0,0
2207,65432149386,654321,299.9,309.2,1436,52,107,0,0
2208,65432149387,654321,299.8,309.2,1591,37.5,109,0,0
2209,12345631622,123456,299.8,309.2,1435,42.6,111,0,0
2210,65432149389,654321,299.8,309.3,1386,49.4,116,0,0
2211,65432149390,654321,299.7,309.2,1401,54.1,118,0,0
2212,78912317071,789123,299.6,309,1245,64,120,0,0
2213,65432149392,654321,299.7,309.1,1475,40,123,0,0
2214,65432149393,654321,299.7,309.1,1473,39.4,125,0,0
2215,12345631628,123456,299.7,309.2,1355,44.8,127,0,0
2216,12345631629,123456,299.7,309.2,1468,49.6,132,0,0
2217,65432149396,654321,299.7,309.2,1645,30.8,137,0,0
2218,65432149397,654321,299.7,309.1,1347,55.3,139,0,0
2219,65432149398,654321,299.7,309.1,1713,33.5,141,0,0
2220,78912317079,789123,299.6,309.1,1435,48.4,143,0,0
2221,78912317080,789123,299.6,309,1736,26.1,146,0,0
2222,65432149401,654321,299.6,309,1372,60.4,149,0,0
2223,65432149402,654321,299.7,309,1605,33,151,0,0
2224,65432149403,654321,299.6,309,1413,48.5,153,0,0
2225,78912317084,789123,299.7,309,1645,31.9,155,0,0
2226,78912317085,789123,299.7,309,1465,49,158,0,0
2227,78912317086,789123,299.6,308.9,1685,27.8,161,0,0
2228,65432149407,654321,299.5,308.8,1965,20.4,164,0,0
2229,12345631642,123456,299.4,308.6,1542,41.8,166,0,0
2230,65432149409,654321,299.4,308.7,1681,30.8,171,0,0
2231,65432149410,654321,299.5,308.7,1446,45.7,173,0,0
2232,65432149411,654321,299.4,308.6,1415,56.4,175,0,0
2233,65432149412,654321,299.5,308.6,1672,30.5,177,0,0
2234,65432149413,654321,299.5,308.7,2549,13,179,1,1
2235,65432149414,654321,299.4,308.6,1492,40.5,181,0,0
2236,78912317095,789123,299.4,308.6,1455,42.7,183,0,0
2237,78912317096,789123,299.3,308.5,1422,43.1,186,0,0
2238,65432149417,654321,299.3,308.6,1403,50.6,189,0,0
2239,65432149418,654321,299.3,308.6,1474,49.6,191,0,0
2240,65432149419,654321,299.2,308.6,1381,50,193,0,0
2241,65432149420,654321,299.2,308.5,1457,44.7,195,0,0
2242,65432149421,654321,299.2,308.4,1711,28.9,197,0,0
2243,65432149422,654321,299.2,308.4,1667,29,199,0,0
2244,65432149423,654321,299.2,308.4,1465,35,201,0,0
2245,78912317104,789123,299.3,308.4,1542,37.5,203,1,3
2246,78912317105,789123,299.3,308.4,1438,42.3,0,0,0
2247,65432149426,654321,299.3,308.4,1406,47.4,3,0,0
2248,78912317107,789123,299.2,308.4,1396,48.5,5,0,0
2249,78912317108,789123,299.3,308.5,1304,60.6,8,0,0
2250,65432149429,654321,299.2,308.5,1442,46.5,11,0,0
2251,78912317110,789123,299.2,308.4,1396,48.7,13,0,0
2252,12345631665,123456,299.1,308.3,1424,43.4,16,0,0
2253,12345631666,123456,299.1,308.3,1451,42.8,21,0,0
2254,65432149433,654321,299.2,308.4,1386,54.1,26,0,0
2255,65432149434,654321,299.1,308.3,1325,46.9,28,0,0
2256,65432149435,654321,299.1,308.3,1559,33.7,30,0,0
2257,65432149436,654321,299.1,308.3,1489,38.1,32,0,0
2258,65432149437,654321,299.1,308.3,1892,25.2,34,0,0
2259,65432149438,654321,299.1,308.2,1319,60.3,36,0,0
2260,65432149439,654321,299.1,308.3,1431,52.3,38,0,0
2261,12345631674,123456,299.1,308.3,1521,36.5,40,0,0
2262,78912317121,789123,299.1,308.2,1435,45.2,45,0,0
2263,65432149442,654321,299.1,308.3,1533,42.4,48,0,0
2264,78912317123,789123,299.2,308.4,1529,43,50,0,0
2265,78912317124,789123,299.2,308.4,1415,43.5,53,0,0
2266,78912317125,789123,299.2,308.4,1330,51.2,56,0,0
2267,65432149446,654321,299.2,308.5,1381,60.6,59,0,0
2268,65432149447,654321,299.2,308.5,1370,52.4,61,0,0
2269,65432149448,654321,299.2,308.5,1438,46.6,63,0,0
2270,65432149449,654321,299.3,308.6,1314,48.2,65,0,0
2271,65432149450,654321,299.3,308.6,1437,48.1,67,0,0
2272,65432149451,654321,299.2,308.5,1821,26.1,69,0,0
2273,78912317132,789123,299.3,308.6,1448,52.1,71,0,0
2274,65432149453,654321,299.3,308.5,1589,32.7,74,0,0
2275,65432149454,654321,299.3,308.6,1520,33.7,76,0,0
2276,65432149455,654321,299.3,308.6,1605,37,78,0,0
2277,65432149456,654321,299.3,308.7,1393,54.2,80,0,0
2278,12345631691,123456,299.3,308.7,1408,44.4,82,0,0
2279,78912317138,789123,299.3,308.7,1459,35.6,87,0,0
2280,65432149459,654321,299.4,308.7,1525,39,90,0,0
2281,65432149460,654321,299.4,308.8,1390,57,92,0,0
2282,65432149461,654321,299.3,308.7,1536,38.9,94,0,0
2283,65432149462,654321,299.4,308.7,1459,47.6,96,0,0
2284,65432149463,654321,299.2,308.5,1387,51.1,98,0,0
2285,65432149464,654321,299.2,308.5,1378,53.4,100,0,0
2286,65432149465,654321,299.4,308.7,1381,56.7,102,0,0
2287,78912317146,789123,299.4,308.7,1289,60.5,104,0,0
2288,65432149467,654321,299.4,308.6,1746,26.8,107,0,0
2289,78912317148,789123,299.4,308.6,1541,39.1,109,0,0
2290,65432149469,654321,299.4,308.7,1504,37.8,112,0,0
2291,78912317150,789123,299.5,308.7,1321,51.9,114,0,0
2292,78912317151,789123,299.5,308.8,1886,20.9,117,0,0
2293,65432149472,654321,299.6,308.9,1422,53.2,120,0,0
2294,65432149473,654321,299.5,308.9,1520,38.3,122,0,0
2295,65432149474,654321,299.4,308.8,1627,32.6,124,0,0
2296,65432149475,654321,299.4,308.7,1512,37.2,126,0,0
2297,65432149476,654321,299.4,308.7,1553,42.7,128,0,0
2298,65432149477,654321,299.3,308.7,1802,26,130,0,0
2299,65432149478,654321,299.3,308.6,1482,37.6,132,0,0
2300,65432149479,654321,299.4,308.7,1446,62.9,134,1,1
2301,65432149480,654321,299.3,308.6,1371,50.5,136,0,0
2302,78912317161,789123,299.2,308.6,1586,35.7,138,0,0
2303,65432149482,654321,299.2,308.5,1515,39.8,141,0,0
2304,65432149483,654321,299.2,308.5,1374,53.6,143,0,0
2305,65432149484,654321,299.1,308.5,1455,39.8,145,0,0
2306,12345631719,123456,299.2,308.5,1342,47.5,147,0,0
2307,65432149486,654321,299.1,308.6,1260,57.8,152,0,0
2308,12345631721,123456,299,308.5,1623,33.5,154,0,0
2309,65432149488,654321,299.1,308.5,1371,55.5,159,0,0
2310,65432149489,654321,299.1,308.6,1611,31.4,161,0,0
2311,78912317170,789123,299,308.4,1535,47.5,163,0,0
2312,78912317171,789123,299.1,308.6,1491,38.5,166,0,0
2313,78912317172,789123,299.1,308.6,1441,36.2,169,0,0
2314,78912317173,789123,299.1,308.8,1725,26.6,172,0,0
2315,65432149494,654321,299.2,308.9,1368,47.2,175,0,0
2316,65432149495,654321,299.2,308.9,1526,37.9,177,0,0
2317,65432149496,654321,299.2,308.8,1542,39.2,179,0,0
2318,65432149497,654321,299.2,308.8,1605,31.1,181,0,0
2319,65432149498,654321,299.2,308.8,1405,51.4,183,0,0
2320,78912317179,789123,299.2,308.8,1700,33.5,185,0,0
2321,12345631734,123456,299.2,308.8,1440,39.1,188,0,0
2322,78912317181,789123,299.2,308.8,1314,52.5,193,0,0
2323,65432149502,654321,299.2,308.7,1514,41.9,196,0,0
2324,78912317183,789123,299.2,308.7,1401,47,198,0,0
2325,65432149504,654321,299.3,308.8,1636,29.9,201,0,0
2326,65432149505,654321,299.3,308.8,1603,33.9,203,0,0
2327,78912317186,789123,299.4,308.7,1487,52.6,205,0,0
2328,78912317187,789123,299.3,308.7,1420,50.3,208,0,0
2329,65432149508,654321,299.3,308.7,1579,36.3,211,0,0
2330,65432149509,654321,299.3,308.7,1484,40.5,213,0,0
2331,78912317190,789123,299.3,308.7,1390,49.3,215,0,0
2332,65432149511,654321,299.3,308.6,1384,53.6,218,1,2
2333,65432149512,654321,299.2,308.5,1378,50.4,220,1,2
2334,65432149513,654321,299.2,308.5,1445,45.2,222,0,0
2335,65432149514,654321,299.2,308.4,1445,43.5,224,0,0
2336,65432149515,654321,299.2,308.4,1509,39.4,0,0,0
2337,65432149516,654321,299.2,308.4,1434,46.8,2,0,0
2338,65432149517,654321,299.2,308.4,1877,23.9,4,0,0
2339,65432149518,654321,299.3,308.3,1651,28,6,0,0
2340,65432149519,654321,299.2,308.2,1466,41.3,8,0,0
2341,65432149520,654321,299.1,308.1,1479,40.7,10,0,0
2342,65432149521,654321,299.1,308.2,1409,46.4,12,0,0
2343,78912317202,789123,299.2,308.2,1674,28.2,14,0,0
2344,65432149523,654321,299.1,308.3,1305,61.4,17,0,0
2345,78912317204,789123,299.2,308.3,1755,26.4,19,0,0
2346,65432149525,654321,299.2,308.4,1475,38.7,22,0,0
2347,65432149526,654321,299.2,308.4,1402,47.7,24,0,0
2348,65432149527,654321,299.2,308.3,1410,43,26,0,0
2349,65432149528,654321,299.2,308.4,1436,41.8,28,0,0
2350,78912317209,789123,299.3,308.5,1386,42.2,30,0,0
2351,65432149530,654321,299.3,308.6,1744,26.4,33,0,0
2352,65432149531,654321,299.2,308.4,1393,48.4,35,0,0
2353,78912317212,789123,299.3,308.5,1422,45.4,37,0,0
2354,65432149533,654321,299.2,308.4,1841,22.8,40,0,0
2355,65432149534,654321,299.3,308.6,1433,37.7,42,0,0
2356,78912317215,789123,299.3,308.5,1305,60.6,44,0,0
2357,12345631770,123456,299.3,308.6,1498,39.5,47,0,0
2358,65432149537,654321,299.3,308.5,1772,26.1,52,0,0
2359,78912317218,789123,299.2,308.4,1381,42.5,54,0,0
2360,65432149539,654321,299.3,308.5,1413,38.5,57,0,0
2361,12345631774,123456,299.2,308.4,1388,53.2,59,0,0
2362,78912317221,789123,299.2,308.6,1631,35.4,64,0,0
2363,12345631776,123456,299.3,308.6,1520,41.4,67,0,0
2364,65432149543,654321,299.3,308.5,1510,45.4,72,0,0
2365,65432149544,654321,299.2,308.5,1366,49.7,74,0,0
2366,65432149545,654321,299.4,308.5,1845,22.9,76,0,0
2367,65432149546,654321,299.3,308.5,1485,44.7,78,0,0
2368,78912317227,789123,299.3,308.5,1496,39.4,80,0,0
2369,78912317228,789123,299.3,308.4,1468,42.2,83,0,0
2370,78912317229,789123,299.2,308.4,1856,22.7,86,0,0
2371,65432149550,654321,299.2,308.4,1620,34.1,89,0,0
2372,65432149551,654321,299.3,308.5,1409,44.8,91,0,0
2373,78912317232,789123,299.3,308.5,1404,49.4,93,0,0
2374,65432149553,654321,299.2,308.4,1350,51.3,96,0,0
2375,78912317234,789123,299.2,308.4,1538,38,98,0,0
2376,78912317235,789123,299.2,308.4,1476,32.7,101,0,0
2377,78912317236,789123,299.2,308.3,1364,51.8,104,0,0
2378,78912317237,789123,299.2,308.3,1582,45.5,107,0,0
2379,65432149558,654321,299.1,308.2,1348,56.1,110,0,0
2380,12345631793,123456,299.1,308.2,1450,46.1,112,0,0
2381,65432149560,654321,299,308.1,1242,60.9,117,0,0
2382,65432149561,654321,299.1,308.2,1493,34.9,119,0,0
2383,65432149562,654321,299.1,308.3,1601,31.4,121,0,0
2384,65432149563,654321,299.1,308.2,1568,33.3,123,0,0
2385,78912317244,789123,299.1,308.3,1506,38,125,0,0
2386,65432149565,654321,299.1,308.3,1524,34.1,128,0,0
2387,65432149566,654321,299.1,308.4,1543,37.9,130,0,0
2388,78912317247,789123,299.2,308.5,1474,47.2,132,0,0
2389,78912317248,789123,299.2,308.5,1526,37.3,135,0,0
2390,65432149569,654321,299.2,308.5,1867,27,138,0,0
2391,65432149570,654321,299.2,308.5,1487,41.2,140,0,0
2392,65432149571,654321,299.2,308.4,1580,32.6,142,0,0
2393,65432149572,654321,299.2,308.5,1340,50,144,0,0
2394,65432149573,654321,299.2,308.5,1544,41.6,146,0,0
2395,65432149574,654321,299.2,308.5,1488,40.3,148,0,0
2396,78912317255,789123,299.2,308.5,1742,28.9,150,0,0
2397,78912317256,789123,299.1,308.5,1592,34.2,153,0,0
2398,65432149577,654321,299.2,308.6,1582,38.8,156,0,0
2399,65432149578,654321,299.2,308.5,1490,43.2,158,0,0
2400,78912317259,789123,299.2,308.5,1594,35.8,160,0,0
2401,12345631814,123456,299.2,308.6,1462,55,163,0,0
2402,78912317261,789123,299.2,308.6,1367,47.6,168,0,0
2403,65432149582,654321,299.2,308.7,1325,51,171,0,0
2404,12345631817,123456,299.2,308.7,1448,51.4,173,0,0
2405,78912317264,789123,299.1,308.7,2008,20.3,178,0,0
2406,65432149585,654321,299.1,308.7,1498,38.9,181,0,0
2407,65432149586,654321,299.1,308.6,1437,41.6,183,0,0
2408,78912317267,789123,299.1,308.6,1499,45.1,185,0,0
2409,65432149588,654321,299,308.4,1356,52.6,188,0,0
2410,65432149589,654321,299.1,308.5,1539,46.8,190,0,0
2411,65432149590,654321,299.1,308.5,1689,32.1,192,0,0
2412,65432149591,654321,299,308.5,1559,38.1,194,0,0
2413,65432149592,654321,299.1,308.6,1408,46.7,196,0,0
2414,65432149593,654321,299,308.5,1886,23,198,0,0
2415,65432149594,654321,299.1,308.5,1415,43.4,0,0,0
2416,78912317275,789123,299.1,308.5,1587,35.6,2,0,0
2417,65432149596,654321,299,308.4,1571,38.6,5,0,0
2418,65432149597,654321,298.9,308.3,1576,36.6,7,0,0
2419,65432149598,654321,298.9,308.3,1660,34.4,9,0,0
2420,78912317279,789123,298.9,308.2,1328,49.2,11,0,0
2421,12345631834,123456,298.8,308.2,1450,44.7,14,0,0
2422,65432149601,654321,298.9,308.2,2384,15,19,0,0
2423,65432149602,654321,298.8,308.2,1443,53.4,21,0,0
2424,78912317283,789123,298.9,308.2,2022,20,23,0,0
2425,65432149604,654321,298.9,308.2,1828,23.8,26,0,0
2426,65432149605,654321,298.8,308.1,1472,53.5,28,0,0
2427,78912317286,789123,298.9,308.2,1372,63.6,30,1,1
2428,65432149607,654321,298.9,308.3,1855,23.8,33,0,0
2429,78912317288,789123,299,308.3,1377,47.2,35,0,0
2430,65432149609,654321,298.9,308.3,1432,48.9,38,0,0
2431,78912317290,789123,298.9,308.2,1335,47.8,40,0,0
2432,78912317291,789123,298.9,308.2,1411,51.3,43,0,0
2433,65432149612,654321,298.9,308.2,1510,43.5,46,0,0
2434,65432149613,654321,299,308.3,1441,44,48,0,0
2435,78912317294,789123,299,308.2,1358,42.7,50,0,0
2436,65432149615,654321,298.9,308.2,1686,30.4,53,0,0
2437,12345631850,123456,299,308.2,1662,30.4,55,0,0
2438,65432149617,654321,299.1,308.3,1426,40.1,60,0,0
2439,78912317298,789123,299.1,308.4,1330,53.6,62,0,0
2440,65432149619,654321,299.1,308.4,1693,31.6,65,0,0
2441,65432149620,654321,299.1,308.4,1426,47.9,67,0,0
2442,65432149621,654321,299.1,308.5,1676,31,69,0,0
2443,78912317302,789123,299.1,308.4,1332,51.7,71,0,0
2444,65432149623,654321,299.1,308.5,1647,35,74,0,0
2445,65432149624,654321,299.2,308.6,1267,68.2,76,1,1
2446,12345631859,123456,299.2,308.7,1375,55.1,78,0,0
2447,65432149626,654321,299.3,308.6,1422,48.9,83,0,0
2448,65432149627,654321,299.3,308.7,1408,48.7,85,0,0
2449,65432149628,654321,299.4,308.9,1440,42.5,87,0,0
2450,65432149629,654321,299.3,308.8,1772,25.2,89,0,0
2451,65432149630,654321,299.2,308.7,1492,37.8,91,0,0
2452,65432149631,654321,299.2,308.7,1650,30.5,93,0,0
2453,78912317312,789123,299.1,308.6,2329,14.6,95,0,0
2454,65432149633,654321,299,308.6,1648,30.8,98,0,0
2455,65432149634,654321,299,308.6,1653,31.7,100,0,0
2456,65432149635,654321,299,308.6,1946,22.3,102,0,0
2457,65432149636,654321,299.1,308.6,1555,36.6,104,0,0
2458,65432149637,654321,299,308.6,1661,32.2,106,0,0
2459,65432149638,654321,299,308.6,1434,45.9,108,0,0
2460,65432149639,654321,299,308.6,1297,54.2,110,0,0
2461,65432149640,654321,299,308.6,1466,46.4,112,0,0
2462,78912317321,789123,298.9,308.6,1517,39.8,114,0,0
2463,65432149642,654321,298.9,308.5,1742,34.5,117,0,0
2464,65432149643,654321,298.9,308.5,1580,39.1,119,0,0
2465,78912317324,789123,298.9,308.5,1534,42.9,121,0,0
2466,65432149645,654321,298.9,308.6,1481,40.7,124,0,0
2467,65432149646,654321,299,308.6,1429,37.7,126,0,0
2468,78912317327,789123,298.9,308.6,1574,33.5,128,0,0
2469,78912317328,789123,298.9,308.6,1524,40.4,131,0,0
2470,65432149649,654321,299,308.7,1507,37.5,134,0,0
2471,65432149650,654321,298.9,308.5,1467,44.7,136,0,0
2472,65432149651,654321,298.9,308.4,1301,51.1,138,0,0
2473,65432149652,654321,298.9,308.5,1429,55.1,140,0,0
2474,78912317333,789123,298.9,308.5,1555,37.6,142,0,0
2475,65432149654,654321,298.9,308.5,1503,40.6,145,0,0
2476,65432149655,654321,298.9,308.5,1459,43.1,147,0,0
2477,12345631890,123456,298.9,308.4,1449,42.4,149,0,0
2478,65432149657,654321,298.9,308.5,1387,57.3,154,0,0
2479,78912317338,789123,298.9,308.5,1456,50,156,0,0
2480,65432149659,654321,299,308.5,1604,34.7,159,0,0
2481,65432149660,654321,299,308.6,1734,32.4,161,0,0
2482,65432149661,654321,299,308.6,1378,47.8,163,0,0
2483,65432149662,654321,298.9,308.7,1504,41.8,165,0,0
2484,78912317343,789123,298.9,308.7,1402,49.8,167,0,0
2485,12345631898,123456,298.8,308.6,1524,37.7,170,0,0
2486,65432149665,654321,298.8,308.6,1593,35.5,175,0,0
2487,78912317346,789123,298.9,308.7,1772,28.4,177,0,0
2488,12345631901,123456,298.9,308.6,1623,31,180,0,0
2489,65432149668,654321,298.9,308.7,1356,50.7,185,0,0
2490,12345631903,123456,298.9,308.7,1500,41.6,187,0,0
2491,12345631904,123456,299.1,308.8,1566,46.6,192,0,0
2492,65432149671,654321,299.1,308.9,1445,43.4,197,0,0
2493,12345631906,123456,299,308.8,1382,58.5,199,0,0
2494,78912317353,789123,299,308.8,1418,45.7,204,0,0
2495,65432149674,654321,299.1,308.8,1329,53.6,207,1,2
2496,78912317355,789123,299.1,308.8,1491,41,209,0,0
2497,78912317356,789123,299.2,308.9,1573,37.4,212,0,0
2498,78912317357,789123,299.2,308.9,1521,42.3,215,0,0
2499,65432149678,654321,299.1,308.9,1467,47.2,218,0,0
2500,78912317359,789123,299.1,308.9,1325,48.4,220,0,0
2501,65432149680,654321,299.1,308.9,1617,32.3,223,0,0
2502,78912317361,789123,299.1,308.9,1476,42.7,225,0,0
2503,65432149682,654321,299.2,309,1515,48.9,228,1,2
2504,65432149683,654321,299.2,309,1408,47.2,0,0,0
2505,65432149684,654321,299.2,309.1,1468,45.6,2,0,0
2506,65432149685,654321,299.2,309.1,1387,48.7,4,0,0
2507,78912317366,789123,299.2,309.1,1503,34.7,6,0,0
2508,12345631921,123456,299.2,309.1,1410,47.1,9,0,0
2509,65432149688,654321,299,308.9,1615,30.6,14,0,0
2510,65432149689,654321,299,308.9,1511,35.9,16,0,0
2511,65432149690,654321,299.1,309,1405,53.8,18,0,0
2512,78912317371,789123,299,308.9,1526,41.1,20,0,0
2513,65432149692,654321,298.9,308.8,1530,38.3,23,0,0
2514,65432149693,654321,299,308.7,1583,32.5,25,0,0
2515,65432149694,654321,298.9,308.6,2069,18.7,27,0,0
2516,65432149695,654321,298.8,308.5,1490,35,29,0,0
2517,65432149696,654321,298.8,308.5,1736,29,31,0,0
2518,65432149697,654321,298.8,308.5,1395,44.4,33,0,0
2519,78912317378,789123,298.9,308.6,1425,49.6,35,0,0
2520,65432149699,654321,298.8,308.6,1631,32.4,38,0,0
2521,65432149700,654321,298.8,308.6,1535,41.2,40,0,0
2522,65432149701,654321,298.8,308.6,1584,34.4,42,0,0
2523,78912317382,789123,298.8,308.7,1543,38.2,44,0,0
2524,65432149703,654321,298.8,308.7,1635,35.2,47,0,0
2525,78912317384,789123,298.8,308.7,1446,45.5,49,0,0
2526,78912317385,789123,298.8,308.6,1598,35.1,52,0,0
2527,65432149706,654321,298.8,308.6,1501,35,55,0,0
2528,65432149707,654321,298.8,308.5,1450,50.8,57,0,0
2529,65432149708,654321,298.8,308.6,1730,25.9,59,0,0
2530,78912317389,789123,298.8,308.6,1571,33.7,61,0,0
2531,65432149710,654321,298.9,308.7,1438,51.7,64,0,0
2532,78912317391,789123,298.8,308.5,1510,38.7,66,0,0
2533,65432149712,654321,298.9,308.7,1389,44.9,69,0,0
2534,65432149713,654321,298.8,308.7,1490,33.6,71,0,0
2535,65432149714,654321,298.9,308.7,1729,26.6,73,0,0
2536,65432149715,654321,299,308.8,1495,38.4,75,0,0
2537,65432149716,654321,298.9,308.8,1281,53.9,77,0,0
2538,12345631951,123456,298.9,308.7,1353,48.1,79,0,0
2539,65432149718,654321,299.1,308.8,1429,50.1,84,0,0
2540,65432149719,654321,299.1,308.8,1413,42.1,86,0,0
2541,65432149720,654321,299.1,308.8,1502,38.3,88,0,0
2542,12345631955,123456,299.1,308.8,1553,32.6,90,0,0
2543,12345631956,123456,299.2,308.9,1712,26.4,95,0,0
2544,65432149723,654321,299.3,309,1786,23.5,100,0,0
2545,65432149724,654321,299.2,309,1951,21.4,102,0,0
2546,78912317405,789123,299.2,309,1541,36.3,104,0,0
2547,65432149726,654321,299.2,309.1,1605,34.3,107,0,0
2548,65432149727,654321,299.2,309.1,1578,38.1,109,0,0
2549,78912317408,789123,299.3,309.2,1440,37.5,111,0,0
2550,65432149729,654321,299.4,309.2,1489,42.3,114,0,0
2551,65432149730,654321,299.4,309.3,1366,48.4,116,0,0
2552,65432149731,654321,299.3,309.2,1541,37.2,118,0,0
2553,12345631966,123456,299.3,309.1,1552,40.7,120,0,0
2554,65432149733,654321,299.3,309.1,1473,40.3,125,0,0
